  PERMNO        date             PRC           ASKHI           BIDLO            RET        vwretd        ewretd        sprtrn
   12490    20050531        75.55000        77.16000        72.62000      -0.008248      0.037954      0.043808      0.029952
   12490    20050630        74.20000        77.35000        73.88000      -0.017869      0.011533      0.032153     -0.000143
   12490    20050729        83.46000        84.60000        74.67000       0.124798      0.043325      0.058745      0.035968
   12490    20050831        80.62000        84.06000        80.38000      -0.031632     -0.005946     -0.007217     -0.011222
   12490    20050930        80.22000        81.48000        77.41000      -0.004962      0.010606      0.010530      0.006949
   12490    20051031        81.88000        84.17000        79.70000       0.020693     -0.020877     -0.033876     -0.017741
   12490    20051130        88.90000        89.11000        81.06000       0.088178      0.040329      0.034319      0.035186
   12490    20051230        82.20000        89.21000        82.20000      -0.075366      0.003456      0.013484     -0.000952
   12490    20060131        81.30000        84.95000        80.72000      -0.010949      0.040033      0.076354      0.025467
   12490    20060228        80.24000        81.94000        79.51000      -0.010578     -0.001640      0.004836      0.000453
   12490    20060331        82.47000        84.45000        79.90000       0.027792      0.019053      0.036978      0.011065
   12490    20060428        82.34000        84.17000        80.75000      -0.001576      0.012964      0.009791      0.012187
   12490    20060531        79.90000        83.28000        79.78000      -0.025990     -0.031045     -0.044331     -0.030917
   12490    20060630        76.82000        80.69000        76.56000      -0.038548     -0.000386     -0.008479      0.000087
   12490    20060731        77.41000        78.09000        73.57000       0.007680     -0.001884     -0.022698      0.005086
   12490    20060831        80.97000        81.40000        75.33000       0.049864      0.025048      0.025011      0.021274
   12490    20060929        81.94000        83.42000        79.40000       0.011980      0.019424      0.009006      0.024566
   12490    20061031        92.33000        92.33000        81.65000       0.126800      0.037134      0.046211      0.031508
   12490    20061130        91.92000        93.81000        91.35000      -0.001191      0.023705      0.031168      0.016467
   12490    20061229        97.15000        97.20000        91.25000       0.056897      0.010854      0.014800      0.012616
   12490    20070131        99.15000       100.82000        96.17000       0.020587      0.019404      0.022283      0.014059
   12490    20070228        92.94000       100.38000        92.94000      -0.059607     -0.013994      0.002110     -0.021846
   12490    20070330        94.26000        95.36000        90.90000       0.014203      0.012946      0.006545      0.009980
   12490    20070430       102.21000       102.21000        94.29000       0.084341      0.039821      0.027044      0.043291
   12490    20070531       106.60000       107.99000       102.22000       0.046864      0.038932      0.023123      0.032549
   12490    20070629       105.25000       106.60000       101.80000      -0.012664     -0.014754     -0.007906     -0.017816
   12490    20070731       110.65000       118.10000       105.01000       0.051306     -0.031758     -0.043537     -0.031982
   12490    20070831       116.69000       116.69000       109.04000       0.058202      0.011631     -0.011737      0.012864
   12490    20070928       117.80000       118.19000       114.52000       0.009512      0.040849      0.025363      0.035794
   12490    20071031       116.12000       119.60000       112.28000      -0.014261      0.025833      0.017406      0.014822
   12490    20071130       105.18000       114.59000       100.25420      -0.090768     -0.049327     -0.076617     -0.044043
   12490    20071231       108.10000       111.65000       104.53000       0.027762     -0.004428     -0.010989     -0.008628
   12490    20080131       107.11000       107.11000        97.59000      -0.009158     -0.062147     -0.045082     -0.061163
   12490    20080229       113.86000       116.46000       102.34000       0.066754     -0.021664     -0.021401     -0.034761
   12490    20080331       115.14000       119.06000       112.52000       0.011242     -0.010420     -0.025310     -0.005960
   12490    20080430       120.70000       124.40000       114.81000       0.048289      0.051106      0.031907      0.047547
   12490    20080530       129.42999       129.71001       122.03000       0.076471      0.023841      0.031786      0.010674
   12490    20080630       118.53000       128.47000       118.53000      -0.084215     -0.078433     -0.086625     -0.085962
   12490    20080731       127.98000       130.00000       119.10000       0.079727     -0.013328     -0.001296     -0.009859
   12490    20080829       121.73000       129.16000       121.73000      -0.044929      0.010563      0.013023      0.012191
   12490    20080930       116.96000       120.11000       111.47000      -0.039185     -0.098007     -0.120095     -0.090791
   12490    20081031        92.97000       110.13000        79.66000      -0.205113     -0.184603     -0.205222     -0.169425
   12490    20081128        81.60000        93.40000        71.74000      -0.116919     -0.084615     -0.130320     -0.074849
   12490    20081231        84.16000        86.40000        76.90000       0.031373      0.022148      0.042177      0.007822
   12490    20090130        91.65000        94.82000        81.98000       0.088997     -0.077324     -0.024042     -0.085657
   12490    20090227        92.03000        96.82000        84.37000       0.009602     -0.100212     -0.107667     -0.109931
   12490    20090331        96.89000        98.78000        83.48000       0.052809      0.086690      0.107470      0.085405
   12490    20090430       103.21000       104.04000        97.61000       0.065229      0.109359      0.192762      0.093925
   12490    20090529       106.28000       106.28000       101.05000       0.035074      0.067789      0.102330      0.053081
   12490    20090630       104.42000       109.40000       104.15000      -0.017501     -0.003098      0.023921      0.000196
   12490    20090731       117.93000       117.93000       100.19000       0.129381      0.081719      0.085217      0.074142
   12490    20090831       118.05000       119.92000       116.86000       0.005681      0.031459      0.056864      0.033560
   12490    20090930       119.61000       122.11000       116.09000       0.013215      0.045222      0.071251      0.035723
   12490    20091030       120.61000       128.35001       117.90000       0.008361     -0.027993     -0.050612     -0.019762
   12490    20091130       126.35000       128.63000       120.56000       0.052152      0.057098      0.028444      0.057364
   12490    20091231       130.89999       132.57001       126.80000       0.036011      0.028419      0.055000      0.017771
   12490    20100129       122.39000       134.14000       122.39000      -0.065011     -0.037096     -0.011388     -0.036974
   12490    20100226       127.16000       127.81000       121.88000       0.043468      0.034775      0.033603      0.028514
   12490    20100331       128.25000       129.37000       125.55000       0.008572      0.063605      0.069271      0.058796
   12490    20100430       129.00000       132.23000       127.61000       0.005848      0.020043      0.057837      0.014759
   12490    20100528       125.26000       132.67999       122.10000      -0.023953     -0.079137     -0.076968     -0.081976
   12490    20100630       123.48000       130.98000       123.48000      -0.014210     -0.050717     -0.056666     -0.053882
   12490    20100730       128.39999       130.72000       121.86000       0.039844      0.070293      0.059958      0.068778
   12490    20100831       123.13000       132.00000       122.78000      -0.035981     -0.042813     -0.047592     -0.047449
   12490    20100930       134.14000       135.48000       125.04000       0.089418      0.091517      0.096370      0.087551
   12490    20101029       143.60001       143.60001       135.25000       0.070523      0.038531      0.040681      0.036856
   12490    20101130       141.46001       146.92000       141.46001      -0.010376      0.005107      0.010661     -0.002290
   12490    20101231       146.75999       146.75999       144.02000       0.037466      0.067150      0.068774      0.065300
   12490    20110131       162.00000       162.00000       147.05000       0.103843      0.019157      0.014412      0.022646
   12490    20110228       161.88000       166.05000       160.17999       0.003272      0.038165      0.037036      0.031957
   12490    20110331       163.07001       165.86000       153.00000       0.007351      0.003366      0.008605     -0.001047
   12490    20110429       170.58000       170.78000       163.25000       0.046054      0.028688      0.019203      0.028495
   12490    20110531       168.92999       172.87000       167.17999      -0.005276     -0.014935     -0.018550     -0.013501
   12490    20110630       171.55000       171.55000       162.33000       0.015509     -0.018395     -0.024106     -0.018258
   12490    20110729       181.85001       185.21001       174.05000       0.060041     -0.022469     -0.021813     -0.021474
   12490    20110831       171.91000       180.75000       157.53999      -0.050536     -0.057472     -0.075715     -0.056791
   12490    20110930       174.87000       179.17000       161.37000       0.017218     -0.084873     -0.100921     -0.071762
   12490    20111031       184.63000       190.53000       173.28999       0.055813      0.113982      0.107697      0.107723
   12490    20111130       188.00000       188.75000       177.06000       0.022315     -0.006226     -0.020645     -0.005059
   12490    20111230       183.88000       194.56000       181.47000      -0.021915      0.003702     -0.003561      0.008533
   12490    20120131       192.60001       192.60001       179.16000       0.047422      0.054077      0.085342      0.043583
   12490    20120229       196.73000       197.98000       191.53000       0.025337      0.041186      0.036494      0.040589
   12490    20120330       208.64999       208.64999       197.25999       0.060591      0.023994      0.017600      0.031332
   12490    20120430       207.08000       209.50000       198.62000      -0.007525     -0.006801     -0.009106     -0.007497
   12490    20120531       192.89999       208.06000       192.89999      -0.064371     -0.065531     -0.068438     -0.062651
   12490    20120629       195.58000       199.10001       188.53999       0.013893      0.038156      0.034177      0.039555
   12490    20120731       195.98000       196.67999       183.09000       0.002045      0.010266     -0.003281      0.012598
   12490    20120831       194.85001       201.22000       193.37000      -0.001429      0.026265      0.024820      0.019763
   12490    20120928       207.45000       207.45000       194.53999       0.064665      0.026539      0.034924      0.024236
   12490    20121031       194.53000       211.00000       190.72000      -0.062280     -0.014101     -0.013487     -0.019789
   12490    20121130       190.07001       197.14999       185.50999      -0.018558      0.006193      0.002790      0.002847
   12490    20121231       191.55000       195.69000       188.64999       0.007787      0.012531      0.021872      0.007068
   12490    20130131       203.07001       204.97000       192.32001       0.060141      0.054093      0.063509      0.050428
   12490    20130228       200.83000       205.17999       197.50999      -0.006845      0.008331      0.003500      0.011061
   12490    20130328       213.30000       215.80000       202.91000       0.062092      0.035274      0.031412      0.035988
   12490    20130430       202.53999       214.36000       187.83000      -0.050445      0.014945      0.002477      0.018086
   12490    20130531       208.02000       209.36000       199.63000       0.031747      0.019066      0.023973      0.020763
   12490    20130628       191.11000       208.95000       191.11000      -0.081290     -0.015039     -0.013012     -0.014999
   12490    20130731       195.03999       197.99001       191.28000       0.020564      0.052681      0.054898      0.049462
   12490    20130830       182.27000       195.81000       182.16000      -0.060603     -0.025714     -0.017278     -0.031298
   12490    20130930       185.17999       194.42000       183.03000       0.015965      0.037477      0.051828      0.029749
   12490    20131031       179.21001       186.97000       172.86000      -0.032239      0.039851      0.025762      0.044596
   12490    20131129       179.67999       185.25000       177.31000       0.007924      0.024947      0.023398      0.028049
   12490    20131231       187.57001       187.57001       172.80000       0.043911      0.026126      0.025242      0.023563
   12490    20140131       176.67999       190.09000       176.39999      -0.058058     -0.029957     -0.001282     -0.035583
   12490    20140228       185.17000       185.27000       172.84000       0.053430      0.046173      0.044257      0.043117
   12490    20140331       192.49001       195.03999       182.21001       0.039531      0.004469      0.001027      0.006932
   12490    20140430       196.47000       197.77000       189.63000       0.020676      0.001660     -0.022319      0.006201
   12490    20140530       184.36000       193.53000       183.08000      -0.056039      0.020218      0.006647      0.021030
   12490    20140630       181.27000       186.37000       180.37000      -0.016761      0.027941      0.039496      0.019058
   12490    20140731       191.67000       195.78000       186.35001       0.057373     -0.020524     -0.035223     -0.015080
   12490    20140829       192.30000       192.99001       184.30000       0.009026      0.040171      0.033687      0.037655
   12490    20140930       189.83000       194.00000       189.00999      -0.012845     -0.025129     -0.045004     -0.015514
   12490    20141031       164.39999       189.36000       161.78999      -0.133962      0.021176      0.014195      0.023201
   12490    20141128       162.17000       164.36000       160.64000      -0.006873      0.021150     -0.002457      0.024534
   12490    20141231       160.44000       164.52000       151.41000      -0.010668     -0.003616     -0.000214     -0.004189
   12490    20150130       153.31000       162.06000       151.55000      -0.044440     -0.027152     -0.019073     -0.031041
   12490    20150227       161.94000       164.83000       154.66000       0.063466      0.055948      0.054123      0.054893
   12490    20150331       160.50000       164.63000       154.28000      -0.008892     -0.010439     -0.005137     -0.017396
   12490    20150430       171.28999       174.39999       159.17999       0.067227      0.008722      0.015127      0.008521
   12490    20150529       169.64999       174.05000       169.64999      -0.001985      0.010323      0.003956      0.010491
   12490    20150630       162.66000       170.17999       162.66000      -0.041202     -0.019258     -0.013477     -0.021012
   12490    20150731       161.99001       173.22000       159.07001      -0.004119      0.012095     -0.027148      0.019742
   12490    20150831       147.89000       158.71001       140.96001      -0.079017     -0.059993     -0.047289     -0.062581
   12490    20150930       144.97000       148.41000       142.47000      -0.019744     -0.033735     -0.049941     -0.026443
   12490    20151030       140.08000       152.39000       137.86000      -0.033731      0.073960      0.052846      0.082983
   12490    20151130       139.42000       141.88000       131.75000       0.004569      0.002442      0.007330      0.000505
   12490    20151231       137.62000       141.28000       134.57001      -0.012911     -0.022261     -0.035915     -0.017530
